# label,t (nu=10)
# total_paths,200000
# bins,2000, xmin,0, xmax,6000000000, width,3000000
x,pdf
4021500000,0
4024500000,0
4027500000,0
4030500000,0
4033500000,0
4036500000,0
4039500000,0
4042500000,0
4045500000,0
4048500000,0
4051500000,0
4054500000,0
4057500000,0
4060500000,0
4063500000,0
4066500000,0
4069500000,0
4072500000,0
4075500000,0
4078500000,0
4081500000,0
4084500000,0
4087500000,0
4090500000,0
4093500000,0
4096500000,0
4099500000,0
4102500000,0
4105500000,0
4108500000,0
4111500000,0
4114500000,0
4117500000,0
4120500000,0
4123500000,0
4126500000,0
4129500000,0
4132500000,0
4135500000,0
4138500000,0
4141500000,0
4144500000,0
4147500000,0
4150500000,0
4153500000,0
4156500000,0
4159500000,0
4162500000,0
4165500000,0
4168500000,0
4171500000,0
4174500000,0
4177500000,0
4180500000,0
4183500000,0
4186500000,0
4189500000,0
4192500000,0
4195500000,0
4198500000,0
4201500000,0
4204500000,0
4207500000,0
4210500000,0
4213500000,0
4216500000,0
4219500000,0
4222500000,0
4225500000,0
4228500000,0
4231500000,0
4234500000,0
4237500000,0
4240500000,0
4243500000,0
4246500000,0
4249500000,0
4252500000,0
4255500000,0
4258500000,0
4261500000,0
4264500000,0
4267500000,0
4270500000,0
4273500000,0
4276500000,0
4279500000,0
4282500000,0
4285500000,0
4288500000,0
4291500000,0
4294500000,0
4297500000,0
4300500000,0
4303500000,0
4306500000,0
4309500000,0
4312500000,0
4315500000,0
4318500000,0
4321500000,0
4324500000,0
4327500000,0
4330500000,0
4333500000,0
4336500000,0
4339500000,0
4342500000,0
4345500000,0
4348500000,0
4351500000,0
4354500000,0
4357500000,0
4360500000,0
4363500000,0
4366500000,0
4369500000,0
4372500000,0
4375500000,0
4378500000,0
4381500000,0
4384500000,0
4387500000,0
4390500000,0
4393500000,0
4396500000,0
4399500000,0
4402500000,0
4405500000,0
4408500000,0
4411500000,0
4414500000,0
4417500000,0
4420500000,0
4423500000,0
4426500000,0
4429500000,0
4432500000,0
4435500000,0
4438500000,0
4441500000,0
4444500000,0
4447500000,0
4450500000,0
4453500000,0
4456500000,0
4459500000,0
4462500000,0
4465500000,0
4468500000,0
4471500000,0
4474500000,0
4477500000,0
4480500000,0
4483500000,0
4486500000,0
4489500000,0
4492500000,0
4495500000,0
4498500000,0
4501500000,0
4504500000,0
4507500000,0
4510500000,0
4513500000,0
4516500000,0
4519500000,0
4522500000,0
4525500000,0
4528500000,0
4531500000,0
4534500000,0
4537500000,0
4540500000,0
4543500000,0
4546500000,0
4549500000,0
4552500000,0
4555500000,0
4558500000,0
4561500000,0
4564500000,0
4567500000,0
4570500000,0
4573500000,0
4576500000,0
4579500000,0
4582500000,0
4585500000,0
4588500000,0
4591500000,0
4594500000,0
4597500000,0
4600500000,0
4603500000,0
4606500000,0
4609500000,0
4612500000,0
4615500000,0
4618500000,0
4621500000,0
4624500000,0
4627500000,0
4630500000,0
4633500000,0
4636500000,0
4639500000,0
4642500000,0
4645500000,0
4648500000,0
4651500000,0
4654500000,0
4657500000,0
4660500000,0
4663500000,0
4666500000,0
4669500000,0
4672500000,0
4675500000,0
4678500000,0
4681500000,0
4684500000,0
4687500000,0
4690500000,0
4693500000,0
4696500000,0
4699500000,0
4702500000,0
4705500000,0
4708500000,0
4711500000,0
4714500000,0
4717500000,0
4720500000,0
4723500000,0
4726500000,0
4729500000,0
4732500000,0
4735500000,0
4738500000,0
4741500000,0
4744500000,0
4747500000,0
4750500000,0
4753500000,0
4756500000,0
4759500000,0
4762500000,0
4765500000,0
4768500000,0
4771500000,0
4774500000,0
4777500000,0
4780500000,0
4783500000,0
4786500000,0
4789500000,0
4792500000,0
4795500000,0
4798500000,0
4801500000,0
4804500000,0
4807500000,0
4810500000,0
4813500000,0
4816500000,0
4819500000,0
4822500000,0
4825500000,0
4828500000,0
4831500000,0
4834500000,0
4837500000,0
4840500000,0
4843500000,0
4846500000,0
4849500000,0
4852500000,0
4855500000,0
4858500000,0
4861500000,0
4864500000,0
4867500000,0
4870500000,0
4873500000,0
4876500000,0
4879500000,0
4882500000,0
4885500000,0
4888500000,0
4891500000,0
4894500000,0
4897500000,0
4900500000,0
4903500000,0
4906500000,0
4909500000,0
4912500000,0
4915500000,0
4918500000,0
4921500000,0
4924500000,0
4927500000,0
4930500000,0
4933500000,0
4936500000,0
4939500000,0
4942500000,0
4945500000,0
4948500000,0
4951500000,0
4954500000,0
4957500000,0
4960500000,0
4963500000,0
4966500000,0
4969500000,0
4972500000,0
4975500000,0
4978500000,0
4981500000,0
4984500000,0
4987500000,0
4990500000,0
4993500000,0
4996500000,0
4999500000,0
5002500000,0
5005500000,0
5008500000,0
5011500000,0
5014500000,0
5017500000,0
5020500000,0
5023500000,0
5026500000,0
5029500000,0
5032500000,0
5035500000,0
5038500000,0
5041500000,0
5044500000,0
5047500000,0
5050500000,0
5053500000,0
5056500000,0
5059500000,0
5062500000,0
5065500000,0
5068500000,0
5071500000,0
5074500000,0
5077500000,0
5080500000,0
5083500000,0
5086500000,0
5089500000,0
5092500000,0
5095500000,0
5098500000,0
5101500000,0
5104500000,0
5107500000,0
5110500000,0
5113500000,0
5116500000,0
5119500000,0
5122500000,0
5125500000,0
5128500000,0
5131500000,0
5134500000,0
5137500000,0
5140500000,0
5143500000,0
5146500000,0
5149500000,0
5152500000,0
5155500000,0
5158500000,0
5161500000,0
5164500000,0
5167500000,0
5170500000,0
5173500000,0
5176500000,0
5179500000,0
5182500000,0
5185500000,0
5188500000,0
5191500000,0
5194500000,0
5197500000,0
5200500000,0
5203500000,0
5206500000,0
5209500000,0
5212500000,0
5215500000,0
5218500000,0
5221500000,0
5224500000,0
5227500000,0
5230500000,0
5233500000,0
5236500000,0
5239500000,0
5242500000,0
5245500000,0
5248500000,0
5251500000,0
5254500000,0
5257500000,0
5260500000,0
5263500000,0
5266500000,0
5269500000,0
5272500000,0
5275500000,0
5278500000,0
5281500000,0
5284500000,0
5287500000,0
5290500000,0
5293500000,0
5296500000,0
5299500000,0
5302500000,0
5305500000,0
5308500000,0
5311500000,0
5314500000,0
5317500000,0
5320500000,0
5323500000,0
5326500000,0
5329500000,0
5332500000,0
5335500000,0
5338500000,0
5341500000,0
5344500000,0
5347500000,0
5350500000,0
5353500000,0
5356500000,0
5359500000,0
5362500000,0
5365500000,0
5368500000,0
5371500000,0
5374500000,0
5377500000,0
5380500000,0
5383500000,0
5386500000,0
5389500000,0
5392500000,0
5395500000,0
5398500000,0
5401500000,0
5404500000,0
5407500000,0
5410500000,0
5413500000,0
5416500000,0
5419500000,0
5422500000,0
5425500000,0
5428500000,0
5431500000,0
