-0.01229212,-0.01621483,0.02093006
-0.01231239,-0.01549208,0.01678043
-0.00882808,-0.01125137,0.01850694
-0.01004496,-0.01172421,0.02007751
-0.01048216,-0.01275928,0.02468232
-0.01150770,-0.01315762,0.01824911
-0.01389100,-0.01796217,0.02499898
-0.00661682,-0.00903639,0.02244628
-0.01171517,-0.01663085,0.02111335
-0.00956273,-0.01194431,0.02064488
-0.01124232,-0.01516273,0.01584597
-0.01864447,-0.02353418,0.01503690
-0.01135852,-0.01108263,0.02136841
-0.01323908,-0.01396944,0.01926869
-0.01250109,-0.01132881,0.01480746
-0.00864768,-0.00935928,0.02747245
-0.01134970,-0.01950644,0.01832978
-0.01199084,-0.01336793,0.02045647
-0.01201071,-0.01276563,0.01451460
-0.01411477,-0.01818139,0.02099950
-0.00924474,-0.00997109,0.01959446
-0.00594141,-0.01212499,0.02752673
-0.01521824,-0.01913909,0.00904909
-0.01375682,-0.01784706,0.02613761
-0.01299123,-0.01900919,0.03085421
-0.01833767,-0.02088524,0.02790955
-0.01410547,-0.01637539,0.01776602
-0.01313601,-0.01585671,0.01814324
-0.00697200,-0.00945763,0.01912289
-0.01093251,-0.01257805,0.02328005
-0.01300601,-0.01370141,0.02205593
-0.01123747,-0.01260245,0.02273857
-0.00941431,-0.01195160,0.01603135
-0.01397546,-0.01536045,0.01908449
-0.00914618,-0.01132532,0.01695613
-0.01480211,-0.02042485,0.02352213
-0.01251418,-0.01278287,0.00977518
-0.00997635,-0.01120317,0.02248049
-0.01216461,-0.01629568,0.02645441
-0.00926286,-0.01194884,0.01624977
-0.01299872,-0.01577257,0.01668675
-0.01325291,-0.01464674,0.02434363
-0.01236601,-0.01737103,0.01639626
-0.00745160,-0.01110215,0.01491449
-0.00667095,-0.00464314,0.02227405
-0.00618769,-0.01148603,0.01284580
-0.01275233,-0.01491661,0.02355037
-0.00534848,-0.00701831,0.01585340
-0.00538212,-0.01141088,0.00677115
-0.01032124,-0.01481600,0.01055254
-0.01588966,-0.01234336,0.01446437
-0.01221124,-0.01476068,0.01763448
-0.00111064,-0.00554700,0.01192742
-0.00619476,-0.00835935,0.01720919
-0.01064252,-0.01481696,0.03022520
-0.00227272,-0.00199163,0.02389293
-0.01388525,-0.01446918,0.02252748
-0.00871595,-0.01183285,0.02049220
-0.00740245,-0.01149941,0.02437075
-0.00814801,-0.01017612,0.01946388
-0.01783682,-0.01822649,0.01506459
-0.00742186,-0.00671201,0.01149259
-0.01009167,-0.01238007,0.01414738
-0.01064849,-0.02022922,0.01198777
-0.01337699,-0.01518576,0.02158094
-0.01128118,-0.01460489,0.01744298
-0.00545305,-0.01288057,0.01418235
-0.01220461,-0.01520824,0.02392184
-0.00981169,-0.01234941,0.01471644
-0.01525994,-0.01577294,0.01814506
-0.00886608,-0.01210044,0.02710647
-0.00770277,-0.01131353,0.02074289
-0.00093131,-0.00449335,0.01563749
-0.01169343,-0.01546288,0.02747835
-0.01507015,-0.02022425,0.03045103
-0.01487454,-0.01610877,0.01792875
-0.00192417,-0.00290601,0.01617896
-0.01065036,-0.01663329,0.02355557
-0.00886752,-0.00643237,0.01854514
-0.00657393,-0.00813957,0.02348541
